"time","weather_code","temperature_2m_max","temperature_2m_min","temperature_2m_mean","apparent_temperature_max","apparent_temperature_min","apparent_temperature_mean","sunrise","sunset","daylight_duration","sunshine_duration","precipitation_sum","rain_sum","snowfall_sum","precipitation_hours","wind_speed_10m_max","wind_gusts_10m_max","wind_direction_10m_dominant","shortwave_radiation_sum","et0_fao_evapotranspiration"
"iso8601","wmo code","°C","°C","°C","°C","°C","°C","iso8601","iso8601","s","s","mm","mm","cm","h","km/h","km/h","°","MJ/m²","mm"
